time,agent_id,x,y,gate_idx,state
5.2,1,4.423754460502774,15.483815337100806,6,moving
5.300000000000001,1,4.547939819060581,15.474154085134023,6,moving
5.4,1,4.672125177618387,15.46449283316724,6,moving
5.5,1,4.796310536176193,15.454831581200457,6,moving
5.6000000000000005,1,4.920495894734,15.445170329233674,6,moving
5.7,1,5.044681253291806,15.435509077266891,6,moving
5.800000000000001,1,5.168866611849612,15.425847825300108,6,moving
5.9,1,5.293051970407419,15.416186573333325,6,moving
6.0,1,5.417237328965225,15.406525321366543,6,moving
6.1000000000000005,1,5.541422687523031,15.39686406939976,6,moving
6.2,1,5.665608046080838,15.387202817432977,6,moving
6.300000000000001,1,5.789793404638644,15.377541565466194,6,moving
6.4,1,5.91397876319645,15.36788031349941,6,moving
6.5,1,6.0381641217542565,15.358219061532628,6,moving
6.6000000000000005,1,6.162349480312063,15.348557809565845,6,moving
6.7,1,6.286534838869869,15.338896557599062,6,moving
6.800000000000001,1,6.4107201974276755,15.329235305632277,6,moving
6.9,1,6.534905555985482,15.319574053665493,6,moving
7.0,1,6.659090914543288,15.309912801698708,6,moving
7.1000000000000005,1,6.7832762731010945,15.300251549731923,6,moving
7.2,1,6.907461631658901,15.290590297765139,6,moving
7.300000000000001,1,7.031646990216707,15.280929045798354,6,moving
7.4,1,7.1558323487745135,15.27126779383157,6,moving
7.5,1,7.28001770733232,15.261606541864783,6,moving
7.6000000000000005,1,7.404203065890126,15.251945289897998,6,moving
7.7,1,7.528388424447932,15.242284037931213,6,moving
7.7,2,3.740094441498254,17.64961332640672,0,moving
7.800000000000001,1,7.652573783005739,15.232622785964429,6,moving
7.800000000000001,2,3.834719475880765,17.53322559995711,0,moving
7.9,1,7.776759141563545,15.222961533997644,6,moving
7.9,2,3.9293445102632756,17.4168378735075,0,moving
8.0,1,7.900944500121351,15.21330028203086,6,moving
8.0,2,4.023969544645786,17.30045014705789,0,moving
8.1,1,8.025129858679158,15.203639030064075,6,moving
8.1,2,4.118594579028298,17.18406242060828,0,moving
8.200000000000001,1,8.149315217236964,15.19397777809729,6,moving
8.200000000000001,2,4.21321961341081,17.067674694158672,0,moving
8.3,1,8.27350057579477,15.184316526130505,6,moving
8.3,2,4.307844647793321,16.951286967709063,0,moving
8.4,1,8.397685934352577,15.17465527416372,6,moving
8.4,2,4.402469682175833,16.834899241259453,0,moving
8.5,1,8.521871292910383,15.164994022196936,6,moving
8.5,2,4.497094716558345,16.718511514809844,0,moving
8.6,1,8.64605665146819,15.155332770230151,6,moving
8.6,2,4.5917197509408565,16.602123788360235,0,moving
8.700000000000001,1,8.770242010025996,15.145671518263367,6,moving
